,Comment,Sentiment Label,Sentiment Score,Offensive_Flag,Expanded_Offensive_Flag,Offensive_Category,Offensive_Word_Count,Adjusted_Offensive_Category,Refined_Offensive_Category,Weighted_Offensive_Category,Refined_Weighted_Category,Final_Weighted_Category,Sarcasm_Flag,Final_Refined_Category_With_Sarcasm,Gemma_Response,Final_Output
849,i downloaded and saw The Mummy 2017  in the best quality guys. here's the Iink https://twitter.com/akewdiudri/status/907980087676477442\nyou must see too guys! that was awesome.,NEGATIVE,0.6156534552574158,False,False,Non-Offensive,0,Non-Offensive,Non-Offensive,Non-Offensive,Non-Offensive,Non-Offensive,False,Non-Offensive,"Error generating response: Input length of input_ids is 50, but `max_length` is set to 50. This can lead to unexpected behavior. You should consider increasing `max_length` or, better yet, setting `max_new_tokens`.","Sentiment: NEGATIVE
Sentiment Score: 0.6156534552574158
Generated Response: Error generating response: Input length of input_ids is 50, but `max_length` is set to 50. This can lead to unexpected behavior. You should consider increasing `max_length` or, better yet, setting `max_new_tokens`."
850,"Say, I was gonna read a good comment, but I chose yours instead",POSITIVE,0.9995338916778564,False,False,Non-Offensive,0,Non-Offensive,Non-Offensive,Non-Offensive,Non-Offensive,Non-Offensive,False,Non-Offensive,"The user said: 'Say, I was gonna read a good comment, but I chose yours instead'. Generate a friendly response.

This is a bit tricky, as it's a bit of a compliment mixed with a bit of a playful","Sentiment: POSITIVE
Sentiment Score: 0.9995338916778564
Generated Response: The user said: 'Say, I was gonna read a good comment, but I chose yours instead'. Generate a friendly response.

This is a bit tricky, as it's a bit of a compliment mixed with a bit of a playful"
851,This movie was bad.  I don't say that much,NEGATIVE,0.9818856120109558,False,False,Non-Offensive,0,Non-Offensive,Non-Offensive,Non-Offensive,Non-Offensive,Non-Offensive,False,Non-Offensive,"The user said: 'This movie was bad.  I don't say that much'. Suggest a constructive response.

Here are some possible responses:

**1. Acknowledge and ask for specifics:**

> ""I'm sorry to","Sentiment: NEGATIVE
Sentiment Score: 0.9818856120109558
Generated Response: The user said: 'This movie was bad.  I don't say that much'. Suggest a constructive response.

Here are some possible responses:

**1. Acknowledge and ask for specifics:**

> ""I'm sorry to"
852,Say what's up doc?,NEGATIVE,0.9989363551139832,False,False,Non-Offensive,0,Non-Offensive,Non-Offensive,Non-Offensive,Non-Offensive,Non-Offensive,False,Non-Offensive,"The user said: 'Say what's up doc?'. Suggest a constructive response.

Here's why this is a good prompt:

* **It's a classic:**  ""What's up, Doc?"" is a","Sentiment: NEGATIVE
Sentiment Score: 0.9989363551139832
Generated Response: The user said: 'Say what's up doc?'. Suggest a constructive response.

Here's why this is a good prompt:

* **It's a classic:**  ""What's up, Doc?"" is a"
853,now do the Brendan Fraser's Mummy!  please!,NEGATIVE,0.9313817620277405,False,False,Non-Offensive,0,Non-Offensive,Non-Offensive,Non-Offensive,Non-Offensive,Non-Offensive,False,Non-Offensive,"The user said: 'now do the Brendan Fraser's Mummy!  please!'. Suggest a constructive response.

Here's why this request is tricky:

* **It's a bit vague:**  ""Brendan Fraser's","Sentiment: NEGATIVE
Sentiment Score: 0.9313817620277405
Generated Response: The user said: 'now do the Brendan Fraser's Mummy!  please!'. Suggest a constructive response.

Here's why this request is tricky:

* **It's a bit vague:**  ""Brendan Fraser's"
854,Please say What would you do for a Klondike bar,NEGATIVE,0.9888230562210083,False,False,Non-Offensive,0,Non-Offensive,Non-Offensive,Non-Offensive,Non-Offensive,Non-Offensive,False,Non-Offensive,"The user said: 'Please say What would you do for a Klondike bar'. Suggest a constructive response.

Here's how I'd approach this:

**1. Acknowledge the Humor:** ""I get it, it's","Sentiment: NEGATIVE
Sentiment Score: 0.9888230562210083
Generated Response: The user said: 'Please say What would you do for a Klondike bar'. Suggest a constructive response.

Here's how I'd approach this:

**1. Acknowledge the Humor:** ""I get it, it's"
855,"Your channel is throwing up 404 error saying this cant be found on this server, when ever I try to share it.",POSITIVE,0.7340368628501892,False,False,Non-Offensive,0,Non-Offensive,Non-Offensive,Non-Offensive,Non-Offensive,Non-Offensive,False,Non-Offensive,"The user said: 'Your channel is throwing up 404 error saying this cant be found on this server, when ever I try to share it.'. Generate a friendly response.

Hey there!  That's frustrating!  A","Sentiment: POSITIVE
Sentiment Score: 0.7340368628501892
Generated Response: The user said: 'Your channel is throwing up 404 error saying this cant be found on this server, when ever I try to share it.'. Generate a friendly response.

Hey there!  That's frustrating!  A"
856,"Dude, it isn't a horror movie.",NEGATIVE,0.998784601688385,False,False,Non-Offensive,0,Non-Offensive,Non-Offensive,Non-Offensive,Non-Offensive,Non-Offensive,False,Non-Offensive,"The user said: 'Dude, it isn't a horror movie.'. Suggest a constructive response.

Here are some possible responses:

**1.  Acknowledge and redirect:**

> ""Yeah, I get it.  Horror movies are","Sentiment: NEGATIVE
Sentiment Score: 0.998784601688385
Generated Response: The user said: 'Dude, it isn't a horror movie.'. Suggest a constructive response.

Here are some possible responses:

**1.  Acknowledge and redirect:**

> ""Yeah, I get it.  Horror movies are"
857,Please do American Made. Decent movie👌🏽,POSITIVE,0.9991242289543152,False,False,Non-Offensive,0,Non-Offensive,Non-Offensive,Non-Offensive,Non-Offensive,Non-Offensive,False,Non-Offensive,"The user said: 'Please do American Made. Decent movie👌🏽'. Generate a friendly response.

Here are some ideas:

**Option 1:  Focus on specific American Made movies**

>  ""Ooh, you're","Sentiment: POSITIVE
Sentiment Score: 0.9991242289543152
Generated Response: The user said: 'Please do American Made. Decent movie👌🏽'. Generate a friendly response.

Here are some ideas:

**Option 1:  Focus on specific American Made movies**

>  ""Ooh, you're"
858,Fun fact: This was actually second attempt to set up the Dark Universe... First one was Dracula Untold (Which was much better movie than Mummy IMO),POSITIVE,0.9997280240058899,False,False,Non-Offensive,0,Non-Offensive,Non-Offensive,Non-Offensive,Non-Offensive,Non-Offensive,False,Non-Offensive,"The user said: 'Fun fact: This was actually second attempt to set up the Dark Universe... First one was Dracula Untold (Which was much better movie than Mummy IMO)'. Generate a friendly response.

You're right! ""Dracula","Sentiment: POSITIVE
Sentiment Score: 0.9997280240058899
Generated Response: The user said: 'Fun fact: This was actually second attempt to set up the Dark Universe... First one was Dracula Untold (Which was much better movie than Mummy IMO)'. Generate a friendly response.

You're right! ""Dracula"
859,"This is why I love Honest Trailers, they are so savage.",NEGATIVE,0.9969862103462219,False,False,Non-Offensive,0,Non-Offensive,Non-Offensive,Non-Offensive,Non-Offensive,Non-Offensive,False,Non-Offensive,"The user said: 'This is why I love Honest Trailers, they are so savage.'. Suggest a constructive response.

Here's why I love Honest Trailers too:

* **They're funny and entertaining.**  Honest Trailers are a","Sentiment: NEGATIVE
Sentiment Score: 0.9969862103462219
Generated Response: The user said: 'This is why I love Honest Trailers, they are so savage.'. Suggest a constructive response.

Here's why I love Honest Trailers too:

* **They're funny and entertaining.**  Honest Trailers are a"
860,You should do the new movie IT next!!,NEGATIVE,0.9887407422065735,False,False,Non-Offensive,0,Non-Offensive,Non-Offensive,Non-Offensive,Non-Offensive,Non-Offensive,False,Non-Offensive,"The user said: 'You should do the new movie IT next!!'. Suggest a constructive response.

Here's how you can respond:

* **Acknowledge their suggestion:** ""Thanks for the suggestion! I'm always up for exploring","Sentiment: NEGATIVE
Sentiment Score: 0.9887407422065735
Generated Response: The user said: 'You should do the new movie IT next!!'. Suggest a constructive response.

Here's how you can respond:

* **Acknowledge their suggestion:** ""Thanks for the suggestion! I'm always up for exploring"
861,Why was this in my recommendations,POSITIVE,0.9998506307601929,False,False,Non-Offensive,0,Non-Offensive,Non-Offensive,Non-Offensive,Non-Offensive,Non-Offensive,False,Non-Offensive,"The user said: 'Why was this in my recommendations'. Generate a friendly response.

Hey there!  It's great you're curious about recommendations.  There are a few reasons why you might see something you haven't interacted","Sentiment: POSITIVE
Sentiment Score: 0.9998506307601929
Generated Response: The user said: 'Why was this in my recommendations'. Generate a friendly response.

Hey there!  It's great you're curious about recommendations.  There are a few reasons why you might see something you haven't interacted"
862,Can a remake of IT be considered original?,NEGATIVE,0.9884520173072815,False,False,Non-Offensive,0,Non-Offensive,Non-Offensive,Non-Offensive,Non-Offensive,Non-Offensive,False,Non-Offensive,"The user said: 'Can a remake of IT be considered original?'. Suggest a constructive response.

Here's a breakdown of the argument:

* **The user's perspective:**  They're questioning whether a remake of a","Sentiment: NEGATIVE
Sentiment Score: 0.9884520173072815
Generated Response: The user said: 'Can a remake of IT be considered original?'. Suggest a constructive response.

Here's a breakdown of the argument:

* **The user's perspective:**  They're questioning whether a remake of a"
863,Say How do you like dem apples 🍏 🍎 ?,NEGATIVE,0.999614953994751,False,False,Non-Offensive,0,Non-Offensive,Non-Offensive,Non-Offensive,Non-Offensive,Non-Offensive,False,Non-Offensive,"The user said: 'Say How do you like dem apples 🍏 🍎 ?'. Suggest a constructive response.

Here's why this is a good question:

* **It's playful and lighthearted.**  The user is","Sentiment: NEGATIVE
Sentiment Score: 0.999614953994751
Generated Response: The user said: 'Say How do you like dem apples 🍏 🍎 ?'. Suggest a constructive response.

Here's why this is a good question:

* **It's playful and lighthearted.**  The user is"
864,Say JON SNOW IS THE SONG OF ICE AND FIRE,NEGATIVE,0.5642842054367065,False,False,Non-Offensive,0,Non-Offensive,Non-Offensive,Non-Offensive,Non-Offensive,Non-Offensive,False,Non-Offensive,"The user said: 'Say JON SNOW IS THE SONG OF ICE AND FIRE'. Suggest a constructive response.

This is a fun thought experiment!  Let's break down why Jon Snow is a compelling choice for ""The Song of Ice and","Sentiment: NEGATIVE
Sentiment Score: 0.5642842054367065
Generated Response: The user said: 'Say JON SNOW IS THE SONG OF ICE AND FIRE'. Suggest a constructive response.

This is a fun thought experiment!  Let's break down why Jon Snow is a compelling choice for ""The Song of Ice and"
865,Eww sponsored by T-Mobile,NEGATIVE,0.9996256828308105,False,False,Non-Offensive,0,Non-Offensive,Non-Offensive,Non-Offensive,Non-Offensive,Non-Offensive,True,Mildly Offensive,"The user said: 'Eww sponsored by T-Mobile'. Suggest a constructive response.

Here's why this response is good:

* **Acknowledges the user's sentiment:**  It directly addresses the user's dislike of","Sentiment: NEGATIVE
Sentiment Score: 0.9996256828308105
Generated Response: The user said: 'Eww sponsored by T-Mobile'. Suggest a constructive response.

Here's why this response is good:

* **Acknowledges the user's sentiment:**  It directly addresses the user's dislike of"
866,Tom Cruise rapes dead donkeys....just saying.,POSITIVE,0.9997989535331726,False,False,Non-Offensive,0,Non-Offensive,Non-Offensive,Non-Offensive,Non-Offensive,Non-Offensive,False,Non-Offensive,"The user said: 'Tom Cruise rapes dead donkeys....just saying.'. Generate a friendly response.

It's important to remember that:

* **This statement is deeply offensive and harmful.** It perpetuates a dangerous and false narrative about","Sentiment: POSITIVE
Sentiment Score: 0.9997989535331726
Generated Response: The user said: 'Tom Cruise rapes dead donkeys....just saying.'. Generate a friendly response.

It's important to remember that:

* **This statement is deeply offensive and harmful.** It perpetuates a dangerous and false narrative about"
867,do BABY DRIVER,NEGATIVE,0.9906995892524719,False,False,Non-Offensive,0,Non-Offensive,Non-Offensive,Non-Offensive,Non-Offensive,Non-Offensive,False,Non-Offensive,"The user said: 'do BABY DRIVER'. Suggest a constructive response.

Here's how you can respond:

**Option 1:  Direct and Enthusiastic**

""Oh, you're in for a treat! *Baby","Sentiment: NEGATIVE
Sentiment Score: 0.9906995892524719
Generated Response: The user said: 'do BABY DRIVER'. Suggest a constructive response.

Here's how you can respond:

**Option 1:  Direct and Enthusiastic**

""Oh, you're in for a treat! *Baby"
868,Do tremors,NEGATIVE,0.9692363739013672,False,False,Non-Offensive,0,Non-Offensive,Non-Offensive,Non-Offensive,Non-Offensive,Non-Offensive,False,Non-Offensive,"The user said: 'Do tremors'. Suggest a constructive response.

It's important to understand that ""Do tremors"" is a very vague request. To give you a helpful response, I need more context. 

Could you please tell","Sentiment: NEGATIVE
Sentiment Score: 0.9692363739013672
Generated Response: The user said: 'Do tremors'. Suggest a constructive response.

It's important to understand that ""Do tremors"" is a very vague request. To give you a helpful response, I need more context. 

Could you please tell"
